index,cik,filing_date,issuer_name,issuer_state,issuer_industry_group,offering_amount_total,total_amount_sold,number_of_investors,date_of_first_sale,accession_number,fund_vertical,related_person_name,days_since_filing,days_to_first_sale,time_decay_weight,decayed_amount_sold,decayed_amount_percentile,sale_velocity,sale_acceleration,fund_momentum,gp_degree_norm,gp_pagerank_norm,velocity_norm,acceleration_norm,momentum_norm,investor_intent_score,actively_deploying,sector_intent_score,recent_burst_ratio,recent_burst_flag,intent_bucket,why_investor
322,0001881331,2025-04-22,"VCP Automation Anywhere, LLC Series 2",NY,Pooled Investment Fund,2881079.0,2881079,40,2021-09-24,0001881331-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,151.96081459952515,0.24217118997912318,10038.602787456446,34.97771006082385,14.237816563422232,0.4468111855764849,0.579521629890726,0.00031167128693038567,5.982450162140557e-05,0.34513279058318935,0.2531037249026051,0,0.3048016701461378,0.9999999993708953,1,❄️ Cold,
323,0001875956,2025-04-22,"VCP Automation Anywhere, LLC Series 1",NY,Pooled Investment Fund,3021480.0,3021480,39,2021-09-24,0001875956-25-000001,AI / Data,gauravlall,287,287.0,5.274441089589183e-05,159.36618263371923,0.24739039665970772,10527.80487804878,36.68224696184244,14.332980305531331,0.4468111855764849,0.579521629890726,0.0003270689128079525,6.277525563559392e-05,0.34771251743056897,0.2550349693882698,0,0.31002087682672236,0.9999999994282208,1,❄️ Cold,
324,0001983088,2025-04-23,"Vessel Capital Partners (BigID), LLC Series A",NY,Pooled Investment Fund,2218773.0,2176462,49,2023-10-16,0001983088-25-000001,Generalist / Other,gauravlall,286,286.0,5.5448524722794907e-05,120.68160701522365,0.2348643006263048,7610.006993006993,26.60841605946501,13.73037618917916,0.4468111855764849,0.579521629890726,0.0002352312835659545,4.533626856779751e-05,0.33137694694078135,0.24937443815689037,0,0.29123173277661796,0.9999999994651286,1,❄️ Cold,
325,0002080186,2025-08-13,"Vessel Capital Partners Kraken, LLC Series D",NY,Pooled Investment Fund,562680.0,33750,1,2025-08-11,0002080186-25-000001,Generalist / Other,gauravlall,174,174.0,0.014774031693273055,498.6235696479656,0.3089770354906054,193.9655172413793,1.11474435196195,11.47954217823597,0.4468111855764849,0.579521629890726,1.8115285561286988e-06,1.2037220196048795e-06,0.27036067332295294,0.2669415744901962,0,0.3444676409185804,0.21054674456321265,0,❄️ Cold,
326,0001904923,2025-10-20,"Vessel Capital Partners Kraken, LLC Series C",NY,Pooled Investment Fund,6197107.0,6197107,74,2022-01-12,0001904923-25-000002,Generalist / Other,gauravlall,106,106.0,0.31002551887238755,1921261.313182705,0.8382045929018789,58463.27358490566,551.5403168387327,25.444646496377892,0.4468111855764849,0.579521629890726,0.0018358368179497682,0.000954055177776709,0.6489308486599612,0.47459587712228624,0,0.8580375782881002,0.9997405380551899,1,❄️ Cold,"Deployed $1921261 recently, Hot in this sector"
327,0002009274,2025-01-29,"Geek Ventures NewHomesMate SPV, a series of Decile SPV, LLC",NY,Pooled Investment Fund,1075350.0,1075350,22,2024-01-19,0002009274-25-000001,Generalist / Other,geekventuresllc,370,370.0,8.315280276641321e-07,0.8941836645486244,0.03966597077244259,2906.3513513513512,7.855003652300949,7.863194375937591,0.26918213182735123,0.43380271283773464,8.718381766198344e-05,1.2871904254475037e-05,0.1723276482622526,0.12506857982200095,0,0.08768267223382047,0.999998881662771,1,❄️ Cold,
328,0002066626,2025-05-13,"Geek Ventures Zencoder SPV, a series of Decile SPV, LLC",NY,Pooled Investment Fund,345000.0,345000,8,2025-04-11,0002066626-25-000001,Generalist / Other,geekventuresllc,266,266.0,0.0001507103580597574,51.9950735306163,0.19206680584551147,1296.9924812030076,4.875911583469954,11.118967190025987,0.26918213182735123,0.43380271283773464,3.6529279871101604e-05,7.714745218794001e-06,0.26058609997218585,0.1826529555404897,0,0.16597077244258873,0.9830932651532184,1,❄️ Cold,
329,0002072257,2025-06-13,"Geek Ventures Cytronic SPV, a series of Decile SPV, LLC",NY,Pooled Investment Fund,325000.0,325000,8,2025-04-09,0002072257-25-000002,Generalist / Other,geekventuresllc,235,235.0,0.0007096703991005881,230.64287970769112,0.27244258872651356,1382.9787234042553,5.885015844273427,12.672868621190176,0.26918213182735123,0.43380271283773464,3.9235695100091235e-05,9.461623474419373e-06,0.3027097192342383,0.21258626476874748,0,0.21294363256784968,0.8134629161041141,1,❄️ Cold,
330,0002066626,2025-06-13,"Geek Ventures Zencoder SPV, a series of Decile SPV, LLC",NY,Pooled Investment Fund,345000.0,345000,8,2025-04-11,0002072257-25-000001,Generalist / Other,geekventuresllc,235,235.0,0.0007096703991005881,244.83628768970289,0.2755741127348643,1468.0851063829787,6.247170665459484,12.792306737646195,0.26918213182735123,0.43380271283773464,4.191441677790051e-05,1.0088556098602421e-05,0.3059474829958693,0.21391268622939974,0,0.2139874739039666,0.8999007971836124,1,❄️ Cold,
331,0002075361,2025-07-03,"Geek Ventures Poolday SPV, a series of Decile SPV, LLC",NY,Pooled Investment Fund,245000.0,245000,9,2025-06-12,0002075361-25-000001,Generalist / Other,geekventuresllc,215,215.0,0.0019267346633274757,472.04999251523157,0.3058455114822547,1139.5348837209303,5.300162249864792,13.19546221674148,0.26918213182735123,0.43380271283773464,3.1573305184497266e-05,8.449173060243827e-06,0.31687634087850663,0.22469036149077698,0,0.23173277661795408,0.9471328623725255,1,❄️ Cold,
332,0002078251,2025-07-23,"Geek Ventures Arvist SPV, a series of Decile SPV, LLC",NY,Pooled Investment Fund,125000.0,125000,4,2025-07-17,0002078251-25-000001,Generalist / Other,geekventuresllc,195,195.0,0.005220125693558397,652.5157116947996,0.32254697286012524,641.025641025641,3.2873109796186717,12.943907066597559,0.26918213182735123,0.43380271283773464,1.5882736883292437e-05,4.9646905816928345e-06,0.3100571095195831,0.22934966355561157,0,0.24321503131524008,0.6803451413664849,1,❄️ Cold,
333,0002100343,2025-12-10,"Geek Ventures Competera SPV, a series of Decile SPV, LLC",NY,Pooled Investment Fund,505000.0,505000,16,2025-11-14,0002100343-25-000001,Generalist / Other,geekventuresllc,55,55.0,0.8519528019683106,430236.16499399685,0.7296450939457203,9181.818181818182,166.94214876033058,22.097070081097577,0.26918213182735123,0.43380271283773464,0.00028470400884843196,0.00028827047834974206,0.5581837577957436,0.3845161116541039,0,0.639874739039666,0.9973929808042861,1,❄️ Cold,
334,0002097518,2025-11-20,U.S. HMC Series Fund LP - Series I,NY,Pooled Investment Fund,5000000.0,2599990,10,2025-11-03,0002097518-25-000001,Generalist / Other,georgechen,75,75.0,0.679178699175393,1765857.82606903,0.8298538622129437,34666.53333333333,462.2204444444444,24.83767719402606,0.0,0.28636274619654273,0.0010868349012660393,0.0007994319649517235,0.6324769454179346,0.36345602211154265,0,0.5824634655532359,0.9999999999994337,1,❄️ Cold,Deployed $1765858 recently
335,0002079334,2025-08-12,"SG Century Co-Investment Fund, LP",NY,Pooled Investment Fund,3200000.0,3200000,6,2025-07-16,0002079334-25-000001,Generalist / Other,georgesigulerguffcompanylp,175,175.0,0.014063627043245475,45003.606538385524,0.55741127348643,18285.714285714286,104.48979591836735,20.52837330590007,0.0,0.2130241505505866,0.000571248954039283,0.00018015810440594017,0.5156590619747722,0.25562485556346104,0,0.31210855949895616,0.9999999999777796,1,❄️ Cold,
336,0002046781,2025-01-10,"Columbia Lake Partners Growth Lending (Holdings), LLC - Series D",NY,Pooled Investment Fund,12500000.0,12500000,8,2024-12-19,0002046781-25-000002,FinTech,gfeldahardymon,389,389.0,3.215861644402301e-07,4.019827055502876,0.08663883089770355,32133.67609254499,82.60585113764779,11.768906480937016,0.0,0.0311354752234403,0.0010071132709931123,0.00014227442006364358,0.27820484636414516,0.059479520869678885,0,0.022964509394572025,0.9999997512331408,1,❄️ Cold,
337,0002052195,2025-01-16,"747 Boron, L.P.",NY,Pooled Investment Fund,25000000.0,25000000,1,2025-01-01,0002052195-25-000001,Generalist / Other,gijsvanthiel,383,383.0,4.3409586762421055e-07,10.852396690605264,0.12734864300626306,65274.15143603133,170.42859382775805,13.470738754057084,0.0,0.048305535356542646,0.002050209060150244,0.00029430592514576693,0.32433861861189617,0.07938644620782345,0,0.03653444676409186,0.9999999078544642,1,❄️ Cold,
338,0001988738,2025-01-23,Golden Seeds Cooler Heads LLC,NY,Pooled Investment Fund,337500.0,337500,9,2023-07-25,0001988738-25-000001,Generalist / Other,goldenseedsservicesllc,376,376.0,6.16011246661963e-07,0.2079037957484125,0.017745302713987474,897.6063829787234,2.3872510185604345,5.23439611677545,0.5052417898411813,0.587233336666584,2.3958610531335218e-05,3.406580844370199e-06,0.10106540809382081,0.16709644579203412,0,0.14509394572025053,0.9999951901061426,1,❄️ Cold,
339,0002058392,2025-03-11,Golden Seeds Cuebric LLC,NY,Pooled Investment Fund,210000.0,210000,16,2025-02-13,0002058392-25-000001,Generalist / Other,goldenseedsservicesllc,329,329.0,6.459191135630849e-06,1.3564301384824782,0.0511482254697286,638.2978723404256,1.9401151134967343,6.764815735453203,0.5052417898411813,0.587233336666584,1.579688041926009e-05,2.6325359609968754e-06,0.14255247544278282,0.18193252581196132,0,0.1649269311064718,0.8670970064025136,1,❄️ Cold,
